tweet count,id,tweet content,month,day,hour,source,friends,
1967,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",2,16,1,Twitter for iPhone,169,
1968,1.31E+18,b'RT @TelemundoNews: .@SpeakerPelosi anunci\xc3\xb3 que los restos de la jueza #Ginsburg reposar\xc3\xa1n este viernes en el Sal\xc3\xb3n Nacional de las Estatuas\xe2\x80\xa6',7,27,22,Twitter for iPhone,44,
1969,1.31E+18,"b'#21Sep GNB #GarantizamosLaPaz \n#LaVerdadDeVenezuelaEnLaONU,\n.@FalconGnbcz, detuvieron a un Ciudadano quien se encontraba realizando una fiesta clandestina con ingesta de bebidas alcohol\xc3\xadcas, incumpliendo a el Decreto de la Cuarentena Social para la prevenci\xc3\xb3n del #COVID-19. https://t.co/upfM9HV1Zd'",9,8,12,Twitter for Android,57,
1970,1.31E+18,b'RT @SHELOVESNACKS: Wait wat...?? #nyc #newyork #newyorkcity #brooklyn #ny #manhattan #love #art #fashion #hiphop #queens #photography #musi\xe2\x80\xa6',12,5,9,Justasample,1206,
1971,1.31E+18,"b'LA County officials announce 16 new deaths from #COVID-19, bringing the total death count to 6,366. #coronavirus #LA'",6,20,22,Hootsuite Inc.,3938,
1972,1.31E+18,b'RT @srinivasaiims: Blame \n\nPeople for getting infected .\nDoctors for dying while treating.\nMigrants for starving to death.\n\nWhy do we have\xe2\x80\xa6',4,24,14,Twitter for Android,4611,
1973,1.31E+18,"b'because them in charge are doing fuck all about it \n\nUK #COVID-19 infections could rise to 50k a day by mid-October at current rates, say Whitty and Vallance https://t.co/c4ztYk2ijT'",3,16,16,Twitter Web App,7902,
1974,1.31E+18,"b'RT @DonnaHowardTX: \xf0\x9f\x91\x897 mos into the pandemic, $5.70 billion for #COVID response still isn\xe2\x80\x99t allocated.\n\xf0\x9f\x91\x89#txlege budget faces a $4.6 billion\xe2\x80\xa6'",7,17,21,Twitter for Android,7118,
1975,1.31E+18,b'RT @M_T_Franz: #COVID Es hat noch niemals auf dieser Welt solche unverh\xc3\xa4ltnism\xc3\xa4\xc3\x9figen Ma\xc3\x9fnahmen wegen einer Infektion gegeben. Ausgenommen d\xe2\x80\xa6',1,7,8,Twitter for iPad,682,
1976,1.31E+18,b'RT @DonnaHowardTX: 6 months ago Texas got $12.84 billion in federal funding for #COVID response and #TXEd. @GregAbbott_TX has until 12/30/2\xe2\x80\xa6',7,17,21,Twitter for Android,7118,
1977,1.31E+18,"b'RT @biobiobiobior: \xf0\x9f\x94\xb4 France, 21 Septembre: \xc2\xab\xc2\xa0La SEULE vague que la France a connu est celle du Printemps !\xc2\xa0\xc2\xbb (Pr Toussaint - Cnews) #CORONA\xe2\x80\xa6'",3,24,16,Twitter for Android,103,
1978,1.31E+18,"b""RT @savecalnow: New Ad from @savecalnow in #CA48 \nRe: @HarleyRouda's support for a massive tax increase that kneecaps our economic recovery\xe2\x80\xa6""",2,11,3,Twitter for iPhone,189,
1979,1.31E+18,"b'#witchcraft, #leprosy &amp; #covid: ""#powertoharm"" as #politicalweapon!\n- #think $shit(#feces) a top a tree to #prove #witch-#craft, #farfetched\xc2\xbf\n- we #TREAT #people with #covid19\n #like #lepers we #TRICK\nhttps://t.co/ZuvMDkfLBM'",10,16,3,Twitter for Android,257,
1980,1.31E+18,"b'RT @AlexBerenson: Six months ago today, at peak #Covid terror, @mtosterholm wrote a smart op-ed about why lockdowns were a terrible idea. I\xe2\x80\xa6'",9,10,19,Twitter for Android,4956,
1981,1.31E+18,b'Wait wat...?? #nyc #newyork #newyorkcity #brooklyn #ny #manhattan #love #art #fashion #hiphop #queens #photography #music #usa #bronx #instagood #covid #instagram #photooftheday #miami #travel #la #style #like #losangeles #artist #rap #london #follow https://t.co/alBDNas58F',9,19,12,Twitter for Android,1176,
1982,1.31E+18,b'#donewaiting #motivationalmonday #seiuwest #solidarity #purpleworks #strongertogether #covid-19 #ProtectAllWorkers #GetMePPE https://t.co/pjG4pSzyw4',6,21,20,Hootsuite Inc.,491,
1983,1.31E+18,"b'@MDCPS #COVID cases rising among Florida children and young adults -nearly 8,000 new cases in children 18 and younger in the last four weeks; 69 confirmed cases of multisystem inflammatory syndrome (MIS-C), 31 confirmed in the last four weeks. https://t.co/KVDp8gb8Wj'",8,20,23,Twitter Web App,2962,
1984,1.31E+18,"b""RT @olva8844: Des rem\xc3\xa8des traditionnels ont foisonn\xc3\xa9 en #Afrique, dep8 le d\xc3\xa9but de la pand\xc3\xa9mie de #Covid-19. L'OMS et l'Africa CDC mettent\xe2\x80\xa6""",4,29,17,Twitter for Android,1105,
1985,1.31E+18,b'RT @sorluciacaram: Estos son los efectos devastadores del #Covid \xf0\x9f\xa6\xa0 \xf0\x9f\x98\xb7 \nUna cola interminable de personas.\nGracias a los que nos ayud\xc3\xa1is a ay\xe2\x80\xa6',8,16,18,Twitter for iPhone,1149,
1986,1.31E+18,"b'RT @BeSchulze: [VIDEO] ""ERP Culture"" Helped Steel Company #Severstal Pivot Quickly through the #COVID-19 crysis #CloudERP #SAP https://t.co\xe2\x80\xa6'",5,27,12,Twitter for iPhone,5001,
1987,1.31E+18,"b'RT @SNPHARE: Reconnaissance de la #COVID comme maladie professionnelle :\n\n\xe2\x9a\xab\xef\xb8\x8f une victoire syndicale mais...\n\xf0\x9f\xa6\xa0  les soignants, \xc3\xa9puis\xc3\xa9s par l\xe2\x80\xa6'",3,26,8,Twitter for iPhone,118,
1988,1.31E+18,"b'RT @realwillmeade: $AMZN extremely oversold, great entry for long term investors as this is #Covid proof and seasonally attractive as Amazo\xe2\x80\xa6'",1,15,2,TweetDeck,347,
1989,1.31E+18,b'What do #COVID-19 and the #flu have in common? Check out our latest blog to find out what you need to know about Flu Season during a #Pandemic!\n\n\xf0\x9f\x94\x97 https://t.co/2EhbdE3xuw',2,10,18,Twitter Web App,410,
1990,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',2,4,16,Twitter for Android,6349,
1991,1.31E+18,"b'Suffolk NY reports 48 new cases of #COVID-19 (0.9%);  0 hospital admissions (total 26), 0 fatalities and 6 discharges. Totals since Mar. 22: 46,109 cases, 2012 fatalities, 5,875 discharges. Find links to map, local guidance, FAQs, and NYS info here: https://t.co/8fL2IwZkqx https://t.co/lRNk2pwUNy'",1,5,17,Twitter Web App,1612,
1992,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',4,18,1,Twitter for Android,157,
1993,1.31E+18,b'Como parte de las medidas para prevenir el contagio de la #COVID-19 realizamos una jornada de desinfecci\xc3\xb3n en las instalaciones del .@desur81\xc2\xa0#21Sep\xc2\xa0 #GarantizamosLaPaz\xc2\xa0\nGNB #LaVerdadDeVenezuelaEnLaONU https://t.co/IkBU338Vgs',9,21,15,Twitter for Android,633,
1994,1.31E+18,"b'#elezioniregionali2020 Il candidato del centrodestra in Campania @StefanoCaldoro commenta il voto alle #regionali: ""C\'\xc3\xa8 stata una valanga di consensi per i presidenti #Covid"" #elezioni2020 https://t.co/nQvVCvZ8UR'",3,9,13,la7twconnect,252,
1995,1.31E+18,b'RT @IAIM_VE: #InfoIAIM \xf0\x9f\x94\xb4 || #20Sep Presidente @NicolasMaduro encabeza jornada de balance de la lucha contra el #Covid-19. A partir de este\xe2\x80\xa6',6,17,20,Twitter for Android,259,
1996,1.31E+18,"b'Yani yak\xc4\xb1n\xc4\xb1n\xc4\xb1z Covid, slzde karantinadas\xc4\xb1n\xc4\xb1z, ihlal edip \xc3\xa7\xc4\xb1kt\xc4\xb1n\xc4\xb1z ceza kesilirse siz de #Covid olup hastaneye gitti\xc4\x9finizde \xc3\xb6nce cezay\xc4\xb1 \xc3\xb6demek i\xc3\xa7in PTT\xe2\x80\x99ye veya bankaya gidiyorsunuz sonra hastaneye d\xc3\xb6n\xc3\xbcyorsunuz! Bu arada #Covid ile kar\xc5\x9f\xc4\xb1la\xc5\x9fmam\xc4\xb1\xc5\x9f kim varsa onlarda tan\xc4\xb1\xc5\x9f\xc4\xb1yor! \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb https://t.co/9VITmZczkW'",12,15,21,Twitter for iPhone,1711,
1997,1.31E+18,"b""RT @RepDonBacon: The @HouseGOP's #CommitmentToAmerica lays out the framework to increase #COVID testing, develop a safe and effective vacci\xe2\x80\xa6""",1,6,2,Twitter for Android,89,
1998,1.31E+18,"b'#21Sep GNB #GarantizamosLaPaz \n#LaVerdadDeVenezuelaEnLaONU,\n.@FalconGnbcz, detuvieron a un Ciudadano quien se encontraba realizando una fiesta clandestina con ingesta de bebidas alcohol\xc3\xadcas, incumpliendo a el Decreto de la Cuarentena Social para la prevenci\xc3\xb3n del #COVID-19. https://t.co/rly8cWu3UH'",5,5,18,Twitter for Android,37,
1999,1.31E+18,"b'RT @KoraPacker: #hartaberfair:\nWer sch\xc3\xbctzt eigentlich meine Freiheit, dass ich nicht mit #covid-19 angesteckt werde? Offensichtlich wei\xc3\x9f Fr\xe2\x80\xa6'",3,4,8,Twitter for iPhone,530,
2000,1.31E+18,"b""RT @ScrippsHealth: Scripps superstars, this one's for you. \xf0\x9f\x8c\x9f You care so tirelessly for everyone else during the #COVID pandemic and beyond\xe2\x80\xa6""",5,12,21,Twitter Web App,8119,
2001,1.31E+18,"b'RT @realwillmeade: $AMZN extremely oversold, great entry for long term investors as this is #Covid proof and seasonally attractive as Amazo\xe2\x80\xa6'",11,21,17,Twitter Web App,3740,
2002,1.31E+18,"b'Can save the airlines, but not the planet.\n\nGot it.\n\nWrites that down.\n\n#covid #climate #cdnpoli #BuildBackBetter'",6,29,20,Twitter for Android,1230,
2003,1.31E+18,"b""RT @RepDonBacon: The @HouseGOP's #CommitmentToAmerica lays out the framework to increase #COVID testing, develop a safe and effective vacci\xe2\x80\xa6""",1,29,22,Twitter Web App,53,
2004,1.31E+18,"b'The two documents provide an overview for state, tribal, territorial, and local #publichealth programs on how to plan and operationalize a #COVID-19 vaccine distribution strategy. https://t.co/LgYtF7CaQW'",11,25,14,Hootsuite Inc.,82,
2005,1.31E+18,"b'RT @CllrBSilvester: 1700 die every day in the UK.\n#Boris is locking us down again, even before the first #Lockdown has even been lifted, be\xe2\x80\xa6'",11,19,12,Twitter Web App,2250,
2006,1.31E+18,b'@MattBatzel Yeah...GOOD FOR YOU! He\xe2\x80\x99s coming back to spread more #COVID cheer because you don\xe2\x80\x99t learn your lessons the first time. \nhttps://t.co/qTZGKRQmcS',8,12,19,Twitter for iPad,15863,
2007,1.31E+18,"b'What would the #DNC do if the virus never happened? #BidenHarris2020 campaign platform seems to be obsessed with it. \n\nThey do realize that Trump was in office For 3 years before #Covid, right? \n\nMaybe, just maybe, #Trump did great for most of his presidency. They have nothing.'",2,16,3,Twitter Web App,72,
2008,1.31E+18,b'RT @kalvetu: @Snoopy #Covid time...Its too much now..\xf0\x9f\x98\x94 https://t.co/ipHGSoWAud',8,4,12,Twitter for Android,3221,
2009,1.31E+18,b'Together we will stand and face the challenge little john I got you bro\n.#charity #nonprofit #donate #love #community #fundraising #covid #support #volunteer #help #giveback #ngo #education #dogood #fundraiser #donation #children #socialgood #instagood #donations #hope #givingba https://t.co/AFHWSHBgBW',4,25,17,Twitter for Android,3668,
2010,1.31E+18,"b""RT @Apndp: I governatori uscenti sono stati riconfermati.Perch\xc3\xa8?\nIpotesi:\n#DeLuca e #Zaia per aver governato l'emergenza #Covid\n#Toti perch\xe2\x80\xa6""",8,3,16,Twitter for Android,78,
2011,1.31E+18,"b'RT @RIEEB_: Hemos desmenuzado el #COVID para darle la vuelta. Del 9 al 13 de octubre, en el #ForumOnlineRIEEB, aprender\xc3\xa1s estrategias de #E\xe2\x80\xa6'",1,19,10,Twitter Web App,669,
2012,1.31E+18,b'RT @jdomerchet: INFO @lopinion_fr  La directrice du Service de Sant\xc3\xa9 des Arm\xc3\xa9es Maryline Gygax G\xc3\xa9n\xc3\xa9ro quittera son poste prochainement. Ell\xe2\x80\xa6',5,22,9,Twitter for iPad,1636,
2013,1.31E+18,b'RT @AngelaRayner: Superb speech to #LabourConnected from our Shadow Chancellor @AnnelieseDodds clearly explaining our vision on the economy\xe2\x80\xa6',12,25,13,Twitter for iPad,101,
2014,1.31E+18,b'#gta \n #ontario #covid-19 #deaths #hospitalizations...\nhttps://t.co/XY0OvXfEft',8,15,21,FS Poster,303,
2015,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",10,17,18,Twitter for iPhone,372,
2016,1.31E+18,"b'RT @AlexBerenson: Six months ago today, at peak #Covid terror, @mtosterholm wrote a smart op-ed about why lockdowns were a terrible idea. I\xe2\x80\xa6'",3,21,7,Twitter for Android,614,
2017,1.31E+18,"b'Genau so ist es! Er muss es ja auch nicht ausbaden, das sollen wir in den einfachen Praxen dann, nachdem sich alle in Grossgruppen infiziert haben und  #Schulen wieder dicht?Hallo?\n#KBV #hartaberfair #Covid-19 https://t.co/5IZ2xgGoil'",1,21,13,Twitter for Android,243,
2018,1.31E+18,"b""Confused, angry, anxious or ffraid? Don't let this #covid pandemic get you down.  Recognize the positives in your life with this beautiful  Love &amp; Gratitude Journal by former #Greenwich student today to truly understand @  https://t.co/efzWfMjybj     \n\n#London #londonlockdown https://t.co/VIkDPcRH66""",11,2,17,TweetDeck,130,
2019,1.31E+18,"b'RT @drambm: Se vale pedir ayuda! \n\nM\xc3\xa1s de 8,000 pacientes han recibido atenci\xc3\xb3n psicol\xc3\xb3gica durante la pandemia por #COVID \n\nM\xc3\xa1s de 100 pro\xe2\x80\xa6'",5,16,3,Twitter for Android,1230,
2020,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",7,29,16,Twitter Web App,347,
2021,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",3,12,16,Twitter for Android,389,
2022,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",5,9,2,Twitter Web App,97,
2023,1.31E+18,b'Como parte de las medidas para prevenir el contagio de la #COVID-19 realizamos una jornada de desinfecci\xc3\xb3n en las instalaciones del .@desur81\xc2\xa0\n#21Sep GNB\n#GarantizamosLaPaz \n#LaVerdadDeVenezuelaEnLaONU\n https://t.co/BJXDMGHK4O',9,14,13,Twitter for Android,167,
2024,1.31E+18,"b'@Twitter #Covid #Covid_19\n#WearAMask\n\nDoes that edict also apply to Cuomo, Pelosi and Fauci or only we, poor peasants? https://t.co/SqDD1NMRHM'",3,31,1,Twitter for Android,13246,
2025,1.31E+18,"b""RT @647_416: Practically speaking, what's worth doing right now?\nLike, should I quit my job and flee, should I try to pay off my mortgage,\xe2\x80\xa6""",10,24,10,Twitter Web App,4991,
2026,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",2,2,0,Twitter for Android,556,
2027,1.31E+18,"b'PPI users may be more likely to get #COVID-19, researchers say. https://t.co/I9Da2eCPnY #SARSCoV1 https://t.co/zbqq8ThgAs'",4,10,18,Sprinklr Publishing,447,
2028,1.31E+18,b'RT @PrisionesEstado: El panorama pol\xc3\xadtico espa\xc3\xb1ol es esperp\xc3\xa9ntico.\n\nVeremos como salimos de esta.\n\n#Covid',10,6,20,Twitter for Android,17816,
2029,1.31E+18,"b'RT @DepSecHargan: Earlier this week, I visited @NIH to donate blood for patients who are involved in clinical trials. The #COVID-19 pandemi\xe2\x80\xa6'",12,8,13,Twitter for iPhone,1115,
2030,1.31E+18,b'2020 - The year of the graph          #covid #Covid19UK',6,3,11,Twitter for iPhone,2058,
2031,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',9,16,2,Twitter for Android,499,
2032,1.31E+18,"b'RT @realwillmeade: $AMZN extremely oversold, great entry for long term investors as this is #Covid proof and seasonally attractive as Amazo\xe2\x80\xa6'",9,22,19,Twitter Web App,590,
2033,1.31E+18,"b'RT @Cmdte2daciaped1: #21Sep\xf0\x9f\x87\xbb\xf0\x9f\x87\xaa\xf0\x9f\x98\xb7Los Centinelas de la 2Da.CIA Pedraza, se encuentran en las Calles velando por la Seguridad de todos y el cump\xe2\x80\xa6'",4,8,20,Twitter for Android,0,
2034,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",3,24,21,Twitter for iPhone,1444,
2035,1.31E+18,b'RT @CooperativaCIDE: Informaci\xc3\xb3 important per a les fam\xc3\xadlies. Ho teniu tamb\xc3\xa9 al vostre gestib. #pcr #covid #fam\xc3\xadlies https://t.co/s4LIbNUzOL',1,9,16,Twitter for Android,109,
2036,1.31E+18,"b'RT @GrahamGGrant: Ironically, Sturgeon is invoking the Blitz spirit... Xmas is cancelled, and we are all - basically - doomed. #covid'",7,5,8,Twitter for iPhone,3486,
2037,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",10,1,11,Twitter Web App,1436,
2038,1.31E+18,b'Organizations are using #bigdata analytics to track #COVID-19 spread and monitor patient outcomes in different regions across the US. https://t.co/iQFoEfNpCW',8,3,2,Hootsuite Inc.,1464,
2039,1.31E+18,b'My dad who died of #covid begs to differ https://t.co/ftrfb78C6q',4,18,21,Twitter Web App,478,
2040,1.31E+18,b'RT @M_T_Franz: Ich frage jetzt in die Twitteria: \n\nWer kann dieses politmediale #COVID Getue noch irgendwie ernstnehmen? \n\nAbgesehen von de\xe2\x80\xa6',9,19,8,Twitter for Android,185,
2041,1.31E+18,"b'RT @realwillmeade: $AMZN extremely oversold, great entry for long term investors as this is #Covid proof and seasonally attractive as Amazo\xe2\x80\xa6'",9,6,2,Twitter for iPhone,318,
2042,1.31E+18,"b'RT @MarkedByCovid: Tonight I\xe2\x80\x99ll be lighting a candle for the 200,000 lost. I hope you\xe2\x80\x99ll join me, and post to Twitter and social media if y\xe2\x80\xa6'",2,23,19,Twitter Web App,2037,
2043,1.31E+18,"b""Do you have a simple recipe that you're going to rely on while isolated? Share it here and help others! \xf0\x9f\x8d\x9d\n\n#COVID19 #COVID""",3,22,2,"Cheap Bots, Done Quick!",2,
2044,1.31E+18,b'RT @sorluciacaram: Estos son los efectos devastadores del #Covid \xf0\x9f\xa6\xa0 \xf0\x9f\x98\xb7 \nUna cola interminable de personas.\nGracias a los que nos ayud\xc3\xa1is a ay\xe2\x80\xa6',4,11,15,Twitter for iPhone,342,
2045,1.31E+18,b'RT @Cmdte2daciaped1: #21Sep\xf0\x9f\x87\xbb\xf0\x9f\x87\xaa\xf0\x9f\x98\xb7En esta nueva Semana de Flexibilizacion debemos de recordar los sectores Priorizados y respetar los horarios\xe2\x80\xa6',9,10,17,Twitter Web App,46,
2046,1.31E+18,"b'RT @mjesusglez: Anoche ingres\xc3\xa9 a una \xe2\x80\x9cni\xc3\xb1a\xe2\x80\x9d de 25 a\xc3\xb1os q se desplomo en una fiesta. Neumonia bilateral, SO2 80%, esperaba resultado d PCR p\xe2\x80\xa6'",12,14,14,Twitter for iPhone,377,
2047,1.31E+18,"b'RT @Cmdte2daciaped1: #21Sep\xf0\x9f\x87\xbb\xf0\x9f\x87\xaa\xf0\x9f\x98\xb7En Esta nueva semana de Flexibilizacion, recuerda cumplir con mayor \xc3\xa9nfasis las normas de esta Cuarentena, as\xe2\x80\xa6'",4,8,20,Twitter for Android,0,
2048,1.31E+18,b'RT @centre_presse: \xf0\x9f\x8e\xa4 Spectacles report\xc3\xa9s au palais des congr\xc3\xa8s du #Futuroscope \xc3\xa0 cause du #covid  : les places achet\xc3\xa9es restent valables en\xe2\x80\xa6',7,17,11,Twitter for iPhone,1167,
2049,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",4,9,22,Twitter for iPhone,6894,
2050,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",6,2,18,Twitter for iPhone,40,
2051,1.31E+18,"b'RT @IAIM_VE: #Gesti\xc3\xb3nIAIM || #21Sep Acatando la orden del Pdte. @NicolasMaduro, evitamos la propagaci\xc3\xb3n del #Covid-19, mediante el Plan de\xe2\x80\xa6'",3,4,6,Twitter for iPhone,80,
2052,1.31E+18,"b'RT @followerandia: We missed out on celebrating @irelleyoko 100K #followers on #Spotify \xf0\x9f\x98\xb1\n\nwhile #Covid-19 forces you to stay in, jump righ\xe2\x80\xa6'",9,21,20,Twitter Web App,13,
2053,1.31E+18,"b'RT @CllrBSilvester: 1700 die every day in the UK.\n#Boris is locking us down again, even before the first #Lockdown has even been lifted, be\xe2\x80\xa6'",2,10,13,Twitter for iPhone,624,
2054,1.31E+18,"b'The center could improve research on #Alzheimer disease, vaccine development, #COVID -19 and other areas. \xe2\x81\xa6@UWMadisonMedia\xe2\x81\xa9  https://t.co/YGvL5Z0Muc'",1,30,17,Twitter for iPhone,4392,
2055,1.31E+18,"b""RT @Apndp: I governatori uscenti sono stati riconfermati.Perch\xc3\xa8?\nIpotesi:\n#DeLuca e #Zaia per aver governato l'emergenza #Covid\n#Toti perch\xe2\x80\xa6""",1,1,13,Twitter for Android,4600,
2056,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',4,11,7,Twitter for iPad,977,
2057,1.31E+18,b'A lot has changed for companies in terms of #hiring and #recruiting during the last 6 months. This @HRExecMag article has 4 #HRTips for sustaining  #hiring momentum through #COVID - https://t.co/Fw2v0Uuat9 \n.\n.\n.\n#HRPros #HR #TA #Recruitment #SocialHR #TalentAcquisition #HRTrends https://t.co/lhzRrLAdyO',8,25,19,Hootsuite Inc.,4211,
2058,1.31E+18,"b""We're getting closer and closer to the world we depicted in #2050movie. What do you think about this? #robots #companions #sexrobots #loneliness #pandemic #covid #covid19 #quarantine #lonely #sexbots #artificialintellifence #tech https://t.co/XV56l6cJdb""",4,4,18,SocialPilot.co,2435,
2059,1.31E+18,b'RT @BiologicModels: Explore the different states of SARS-CoV-2 Spike Glycoprotein before and after binding ACE2 Receptor. #3DPrints Availab\xe2\x80\xa6',6,22,22,Twitter Web App,1030,
2060,1.31E+18,b'SIEMPRE utiliza tapabocas #covid #PelaezdeFranciscoenLaW',7,6,2,Peznaranja,744,
2061,1.31E+18,b'Researchers at @MIT and the @broadinstitute have created a #COVID #RapidTest that detected 93% of positive cases out of 400 samples. They say the #CRISPR-based process eliminates the need for testing materials currently in short supply. https://t.co/01AfUqfKGc',4,28,12,Hootsuite Inc.,3886,
2062,1.31E+18,b'What Every Small Business Owner Needs to Know about CARES Act - https://t.co/qx8BIX99KB #smallbiz #COVID #caresact',5,8,20,Hootsuite Inc.,2413,
2063,1.31E+18,"b""RT @647_416: Practically speaking, what's worth doing right now?\nLike, should I quit my job and flee, should I try to pay off my mortgage,\xe2\x80\xa6""",3,13,18,Twitter for iPhone,1205,
2064,1.31E+18,b'Some hospitals are likely to be designated as #covid-free zones this winter to ensure the #NHS can continue to provide treatment for cancer and other conditions #joinonmedica https://t.co/lknzKcDCT4',5,24,7,Hootsuite Inc.,235,
2065,1.31E+18,"b'RT @RGC_Mx: \xc2\xbfSabes cu\xc3\xa1nto tiempo puede sobrevivir el #COVID-19 en diversos materiales? \nPara disminuir el riesgo de propagaci\xc3\xb3n del virus,\xe2\x80\xa6'",1,27,18,Twitter for iPhone,189,
2066,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",1,6,6,Twitter for iPhone,2143,
2067,1.31E+18,b'#AvcNoticias | \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 Fallecen enfermera del @Tu_IMSS  de #Minatitl\xc3\xa1n y regidor de #Tlacotalpan por #COVID-19 #Est\xc3\xa1EnAvc\xf0\x9f\x91\x89 https://t.co/UZoLvuGb2v https://t.co/L7mlELyvdg',12,14,0,TweetDeck,10318,
2068,1.31E+18,b'|| Paso a paso en centros de salud p\xc3\xbablicos y privados || #Covid-19 #Qu\xc3\xa9dateEnCasa #CuidaTuVidaYElServicioEl\xc3\xa9ctrico https://t.co/crDdIP9nQa',3,23,21,TweetDeck,81,
2069,1.31E+18,"b'Sigue las reglas para romper la cadena de contagios de #COVID-19:Ponte cubrebocas, mant\xc3\xa9n sana distancia, si t\xc3\xba o tu familia presenta s\xc3\xadntomas, qu\xc3\xa9date en casa y env\xc3\xada un mensaje con la palabra COVID al 51515 o llama a Locatel al 55 5658 1111.  \n#123PorTodxs https://t.co/lAFxs8IL4X'",7,14,15,TweetDeck,178,
2070,1.31E+18,b'Nobody knows what this means. Messaging from this govt has been nothing short of a disaster. BBC News - #Covid: UK coronavirus alert level moving to 4 https://t.co/zO8cnQEx7A',11,29,22,Twitter Web App,334,
2071,1.31E+18,b'RT @CoolVentures: Trump-loving former GOP official who hated face masks dies from #COVID 19 \xe2\x80\x93 https://t.co/vz5gKCHFOR #WearAMask  https://t\xe2\x80\xa6',5,29,15,Twitter Web App,4476,
2072,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",2,1,18,Twitter for Android,133,
2073,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',5,24,11,Twitter for Android,190,
2074,1.31E+18,b'RT @4020_mesko: \xf0\x9f\x87\xab\xf0\x9f\x87\xb7 FLASH - Le pr\xc3\xa9sident de la #Republique prendra la parole mercredi soir \xc3\xa0 18h suite au augmentation de cas du #covid.\nUne\xe2\x80\xa6',7,15,16,Twitter for iPhone,392,
2075,1.31E+18,"b'RT @mjesusglez: Anoche ingres\xc3\xa9 a una \xe2\x80\x9cni\xc3\xb1a\xe2\x80\x9d de 25 a\xc3\xb1os q se desplomo en una fiesta. Neumonia bilateral, SO2 80%, esperaba resultado d PCR p\xe2\x80\xa6'",2,27,16,Twitter for iPhone,120,
2076,1.31E+18,b'RT @fionamflanagan1: Trolls &amp; shills (including the blue ticks) have gone into overdrive today trying to defend the disintegrating #covid n\xe2\x80\xa6',3,15,15,Twitter for Android,688,
2077,1.31E+18,"b'RT @Hispantv: #Indonesia acoge a la mayor poblaci\xc3\xb3n de musulmanes del mundo, es un archipi\xc3\xa9lago que cuenta con 17 mil islas y se jacta de s\xe2\x80\xa6'",2,24,7,Twitter Web App,826,
